study_hours,focus_score,assignments,attendance,phone_hours,stress_level,sleep_hours,final_grade
5.119941307320987,40.93645469887248,70.03971147985149,82.4128477038911,7.48241131552656,4.362767366200286,7.27153160767028,63.6072181820533
11.457857370509078,39.75830392575999,86.38026305099905,58.619318105258316,7.185547039718149,3.9962088660826294,4.400162848829683,94.06646295291262
9.051933359925457,92.50036644168293,83.21126508531114,93.61972816774075,1.861787787970219,2.5853852125257406,5.211649057268695,99.9
7.585243326167403,39.96369598796049,40.772993328564155,80.65581195346208,9.3031516441522,6.465400030913392,7.868396732396254,61.75757563642779
2.716205044866802,41.75597809029048,40.44746288190318,57.86019417784771,6.116249819411376,5.28961744457766,6.643429268394098,50.948987201909546
2.715939723698229,80.7518609934371,48.77220574214393,98.11690287406034,4.273529690221158,8.791308930916033,8.639845308935223,65.86153243548277
1.638919733850194,55.9791873960432,55.275230843872606,75.91827316676603,7.80884725145776,1.2889862243385242,6.143757041706771,55.401787095387355
10.527937603524286,82.1368445564145,58.59189069859379,53.64492259358275,3.3162891256147065,6.794811347996137,8.349061829069615,99.9
7.612265129175297,25.229292605150818,77.57880517833416,81.34164522075336,7.241588533416884,7.86653990660405,6.244777187391188,64.52044360872146
8.788798355756501,59.005695493870746,33.967630251608476,62.65994535064051,1.357400868150225,7.835379122694763,8.896241393509927,87.76167918349992
1.226429437253827,22.68908801466261,32.42708929582464,90.18467259386512,8.554672338483448,8.974665703859726,8.799171906994385,30.667759878054987
11.669008373781937,25.01225627642836,57.43373940607363,90.89110367830953,5.033537623191866,7.561303685465447,5.645683527780402,88.57733300279071
10.156869048804639,92.51499626755287,78.80145844965864,98.94736779273309,6.730236229221475,9.350290554829266,8.429618352084017,95.82412783067718
3.3357302174610375,31.139629689407613,43.54047400695378,75.0934765512252,2.991140378260153,3.9939093983880234,8.238056871078246,59.672196770495376
3.0000746392781066,62.593654582017365,74.90531368793762,72.74784398638685,7.0936634139260315,5.528884750763888,5.053401986637814,54.81201638397131
3.017449608387772,52.887648208056525,48.187969655820964,87.67378027232402,7.950162483039489,1.126716969546016,7.121452003916349,61.65545297646471
4.346664672554915,47.78746610070741,92.02602761694615,56.623532817096326,5.258918681959589,1.062618285729621,4.3634115779490745,72.17494928710954
6.772320747954616,91.9866676549818,92.69829609866315,77.34577568965621,6.559542316556149,3.161139584063679,8.183553602917307,90.72455816090242
5.7513952050632735,21.74587174203916,50.81010429969285,77.31238000654255,5.106933314401587,1.9072647742517672,4.8727294175174825,64.89685199590089
4.203520542178461,73.10317489404713,46.09956277742684,54.47365614051936,9.04682232332061,3.3419023114217827,4.354073506928822,61.32337144627918
7.7303818419461745,97.07155473708403,58.79127804463619,70.89920427534568,5.480822624628873,2.5933896507555767,6.001095477694056,97.44033818468282
2.53443246717246,64.81345467694736,46.83721096261041,92.6642399283601,8.576278381259371,1.2566802235478343,6.884610692998217,60.3352672978864
4.2135911338874,94.94579696264735,77.06686903041926,92.80768109973302,8.212168524432236,9.183737317654444,8.274584792798855,68.24727947202815
5.029980276230608,24.1806303428819,87.82452791837999,54.96188324598405,4.694543392135209,1.0740081825000236,8.871212627608681,66.4963470699345
6.016769826387395,53.50346552593291,77.11644916378519,54.53604413739154,3.0707604267172752,7.624739299033768,6.197462562849318,71.87482233191422
9.63693557532315,40.81262327696409,87.70453130745446,63.134773850096764,4.654739193037939,2.369330982275649,4.302234614926351,90.19051307892803
3.196411603741957,78.46567719845838,57.78945135452319,93.73830312769968,8.435956381976982,9.2100665979964,7.745577895129353,56.61562339796903
6.6565788225497275,98.50376723977973,40.94218794962026,56.44512925367495,3.048692822374531,9.035163456308972,6.825866281119687,85.0342472879353
7.5165602574824675,40.52240499553982,81.65656631783145,85.99984013137231,5.719927112719744,6.885110317323316,6.239456724222316,74.21240767347008
1.5109545399199749,72.33396811792596,55.23321535990877,55.05828098065516,8.254870731646728,7.050107348205446,5.546344393960949,45.14437973317708
7.682993370915822,35.847810620779214,76.98895776603928,81.15689268739126,4.181297276155409,1.048052277727197,6.511992639217678,82.52684500392598
2.875765360560207,65.22642036572879,48.9450759387236,67.80336495595724,6.779886733024276,9.863844095022419,5.693398022285155,54.19729371462783
1.7155675228380747,57.114598935066894,35.68607443646709,89.44569814829336,3.210684166439331,8.90049343218233,7.785059338736802,56.20773016965606
11.437740909786665,97.76042637052296,99.48072568414344,61.68452244126818,1.9835150083134394,9.055956031570828,6.719468482463205,99.9
11.621952363820153,68.68218181571733,40.93410555514195,81.960091469498,8.149458025835706,6.933200833457848,8.38423887077056,93.87747001920094
